N,mayor_a_menor,menor_a_mayor,randomizada,kahan,referencia_N_sobre_N_mas_1,error_mayor_a_menor,error_menor_a_mayor,error_randomizada,error_kahan,semilla_barrido_aleatorio
1100,0.9990917347865589,0.9990917347865577,0.9990917347865574,0.9990917347865577,0.9990917347865577,1.2223555501122973e-15,0.0,2.2224646365678135e-16,0.0,20260912
1110,0.9990999099910002,0.9990999099909991,0.9990999099909995,0.9990999099909991,0.9990999099909991,1.1112232255482423e-15,0.0,4.444892902192969e-16,0.0,20260912
1120,0.9991079393398763,0.9991079393398751,0.9991079393398762,0.9991079393398751,0.9991079393398751,1.2223357247011434e-15,0.0,1.1112142951828575e-15,0.0,20260912
1130,0.9991158267020346,0.9991158267020336,0.9991158267020347,0.9991158267020336,0.9991158267020336,1.0000849705893335e-15,0.0,1.1112055228770372e-15,0.0,20260912
1140,0.9991235758106933,0.9991235758106923,0.9991235758106927,0.9991235758106923,0.9991235758106923,1.0000772140241871e-15,0.0,3.3335907134139573e-16,0.0,20260912
1150,0.9991311902693318,0.999131190269331,0.999131190269332,0.999131190269331,0.9991311902693311,7.778319051656423e-16,1.1111884359509176e-16,8.88950748760734e-16,1.1111884359509176e-16,20260912
1160,0.9991386735572789,0.9991386735572781,0.9991386735572784,0.9991386735572781,0.9991386735572783,6.667080680636931e-16,1.1111801134394885e-16,1.1111801134394885e-16,1.1111801134394885e-16,20260912
1170,0.9991460290350136,0.9991460290350128,0.9991460290350134,0.9991460290350128,0.9991460290350128,7.778203532352486e-16,0.0,5.555859665966061e-16,0.0,20260912
1180,0.9991532599491965,0.9991532599491956,0.9991532599491965,0.9991532599491956,0.9991532599491956,8.889311132761423e-16,0.0,8.889311132761423e-16,0.0,20260912
1190,0.9991603694374483,0.9991603694374475,0.9991603694374467,0.9991603694374475,0.9991603694374476,7.778091896050361e-16,1.1111559851500516e-16,8.889247881200413e-16,1.1111559851500516e-16,20260912
1200,0.99916736053289,0.9991673605328892,0.99916736053289,0.9991673605328892,0.9991673605328892,7.778037473353076e-16,0.0,7.778037473353076e-16,0.0,20260912
1210,0.9991742361684565,0.9991742361684558,0.9991742361684557,0.9991742361684558,0.9991742361684558,6.666843385889576e-16,0.0,1.1111405643149294e-16,0.0,20260912
1220,0.999180999181,0.9991809991809991,0.9991809991809993,0.9991809991809991,0.9991809991809992,7.7779313044846e-16,1.1111330434978e-16,1.1111330434978e-16,1.1111330434978e-16,20260912
